6,25900.20064
4,23403.47319
6,25900.20064
5,4958.180928
4,23403.47319
4,17110.52372
4,23403.47319
4,17110.52372
2,17782.7941
6,4908.82673
2,17782.7941
4,4947.995469
5,10000
5,4958.180928
4,4947.995469
2,4898.587646
3,7841.81131
2,23403.47319
2,4898.587646
3,7841.81131
10,5050.193156
5,5045.822583
5,10000
10,5050.193156
3,13915.78842
3,13915.78842
5,10000
6,13512.00155
4,4854.917717
8,4993.510694
6,4908.82673
5,10000
6,4908.82673
4,4876.508287
4,23403.47319
6,4908.82673
3,25900.20064
3,25900.20064
4,5091.256152
4,4876.508287
5,5127.526119
4,4924.790605
6,13512.00155
5,5127.526119
3,14564.75315
3,9599.180565
5,5045.822583
4,4854.917717
2,5229.910063
3,19679.89671
8,4993.510694
2,5229.910063
2,4823.950831
2,23403.47319
3,19679.89671
4,23403.47319
3,14564.75315
2,4823.950831
4,5002.607563
4,23403.47319
4,5002.607563
6,5059.91234
5,5075.697193
6,5059.91234
2,5229.910063
3,4885.357564
3,9599.180565
5,5075.697193
2,5229.910063
4,5000
4,4924.790605
4,5000
2,5078.508436
4,5091.256152
3,4885.357564
2,5078.508436
